來源網址,卡號,稀有度,卡片名稱,類型,等級,力量,Trigger,顏色,Cost,Soul,特徵,效果說明
https://yuyu-tei.jp/sell/ws/card/thp/10057,THP/S130-T22,TD,霊符「夢想封印」   （レイフ「ムソウフウイン」）,クライマックス,,,2,赤色,,,,【自】 このカードが手札からCX置場に置かれた時、あなたは自分の控え室のレベル1以下のキャラを1枚まで選び、ストック置場に置き、自分のキャラすべてに、そのターン中、ソウルを＋1。
https://yuyu-tei.jp/sell/ws/card/thp/10084,THP/S130-001,RR,メイガスナイト 魔理沙   （メイガスナイト マリサ）,キャラ,0,1000,0,黄色,0,1,"幻想郷, 魔法の森","【自】 このカードが手札から舞台に置かれた時、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、そのターン中、このカードのパワーを＋2000。（公開したカードは元に戻す）
【自】［(1) あなたの山札の上から1枚をクロック置場に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を見てレベル1以下のキャラを1枚まで選んで相手に見せ、手札に加え、その山札をシャッフルする。この能力のコストでクロック置場に置かれたCXがあるなら、あなたは自分の山札の上から1枚を、ストック置場に置いてよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10085,THP/S130-002,RR,蓬莱の人の形 妹紅   （ホウライノヒトノカタチ モコウ）,キャラ,3,8500,1,黄色,2,2,"幻想郷, 迷いの竹林","【永】 あなたの《幻想郷》のキャラが4枚以上なら、あなたの手札のこのカードのレベルを-1。
【自】 このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分のクロックの上から1枚までを、控え室に置き、そのターン中、このカードのパワーを＋2000。
【自】 このカードが【リバース】した時、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、あなたはこのカードを手札に戻してよい。（公開したカードは元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10086,THP/S130-003,RR,普通の魔法使い 魔理沙   （フツウノマホウツカイ マリサ）,キャラ,3,10000,1,黄色,2,1,"幻想郷, 魔法の森","【自】 このカードが手札から舞台に置かれた時、次の行動を2回行う。『［手札の《幻想郷》のキャラを1枚控え室に置く］ あなたはコストを払ってよい。そうしたら、あなたは1枚引く。』
【自】【CXコンボ】［(2) 手札を2枚控え室に置き、他のあなたの舞台の《幻想郷》のキャラを1枚控え室に置く］ このカードがアタックした時、CX置場に「「ブレイジングスター」」があり、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたはコストを払ってよい。そうしたら、あなたは好きな数を宣言し、相手にＸダメージを2回与える。Ｘはあなたの宣言した数に等しい。（マイナスの数は宣言できない。ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10087,THP/S130-004,R,リモートサクリファイス アリス   （リモートサクリファイス アリス）,キャラ,0,500,0,黄色,0,1,"幻想郷, 魔法の森","【自】［このカードを手札に戻す］ あなたのトリガーアイコンがのCXがCX置場に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から2枚まで見て、カードを2枚まで選び、山札の上に好きな順番で置き、残りのカードを控え室に置き、自分のキャラを1枚選び、そのターン中、パワーを＋1000。
【起】 集中 ［(1) このカードを【レスト】する］ あなたは自分の山札の上から4枚をめくり、控え室に置く。それらのカードのCX1枚につき、次の行動を行う。『あなたは自分の山札を上から3枚まで見て、カードを1枚まで選び、手札に加え、残りのカードを控え室に置く。』"
https://yuyu-tei.jp/sell/ws/card/thp/10088,THP/S130-005,R,知識と歴史の半獣 慧音   （チシキトレキシノハンジュウ ケイネ）,キャラ,0,1500,0,黄色,0,1,"幻想郷, 人間の里","【自】 このカードが手札から舞台に置かれた時、あなたは相手の後列の、レベルが相手のレベルより高いキャラを1枚選ぶ。そのキャラは次の相手のスタンドフェイズに【スタンド】しない。
【起】［手札を1枚控え室に置き、このカードを控え室に置く］ あなたは自分の控え室の《幻想郷》のキャラを1枚選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10089,THP/S130-006,R,聖徳道士 神子   （ショウトクドウシ ミコ）,キャラ,0,1500,0,黄色,0,1,"幻想郷, 聖人","【自】［手札を1枚クロック置場に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上からＸ枚まで見て、カードを1枚まで選び、手札に加え、残りのカードを控え室に置く。Ｘは他のあなたの《幻想郷》のキャラの枚数に等しい。
【自】［(1) 手札を1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは相手のキャラを1枚選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10090,THP/S130-007,R,霧雨の魔法使い 魔理沙   （キリサメノマホウツカイ マリサ）,キャラ,0,2000,0,黄色,0,1,"幻想郷, 魔法の森","【永】 あなたのターン中、あなたのキャラすべてが《幻想郷》なら、このカードのパワーを＋2000。
【自】【CXコンボ】 あなたのアンコールステップの始めに、CX置場に「魔符「スターダストレヴァリエ」」があり、前列にこのカードがいて、あなたの手札が6枚以下で、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分の山札の上から2枚を、控え室に置き、自分の控え室のレベルＸ以下の《幻想郷》のキャラを1枚まで選び、手札に戻す。Ｘはこの効果で控え室に置かれたカードのレベルの合計に等しい。（CXのレベルは0として扱う）"
https://yuyu-tei.jp/sell/ws/card/thp/10091,THP/S130-008,R,純狐   （ジュンコ）,キャラ,1,4500,0,黄色,0,1,"幻想郷, 神霊","【自】 このカードが手札から舞台に置かれた時、そのターン中、このカードのパワーを＋1500。
【自】 あなたのトリガーアイコンがのCXがCX置場に置かれた時、あなたは自分の山札を上から1枚見て、山札の上か控え室に置き、そのターン中、このカードは次の能力を得る。『【自】 このカードがアタックした時、あなたは自分の山札の上から1枚を公開する。そのカードのレベルが1以上ならストック置場に置く。』（CXのレベルは0として扱う。そうでないなら元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10092,THP/S130-009,R,月まで届け、不死の煙 妹紅   （ツキマデトドケ、フシノケムリ モコウ）,キャラ,2,5000,1,黄色,1,1,"幻想郷, 迷いの竹林","【永】 他のあなたの《幻想郷》のキャラすべてに、パワーを＋1000。
【自】 このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラが4枚以上なら、あなたは自分の控え室の《幻想郷》のキャラを1枚選び、ストック置場に置いてよい。
【起】［このカードを【レスト】する］ あなたは自分の山札を上から2枚まで見て、山札の上に好きな順番で置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10093,THP/S130-010,R,永遠と須臾の罪人 輝夜   （エイエントシュユノザイニン カグヤ）,キャラ,3,10000,1,黄色,2,2,"幻想郷, 永遠亭","【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【自】【CXコンボ】 このカードのアタックの終わりに、CX置場に「永夜符「蓬莱壺中の弾の枝」」があり、あなたの手札が6枚以下で、他のあなたの《幻想郷》のキャラがいるなら、次の相手のターンの終わりまで、このカードは次の2つの能力を得る。『【永】 このカードの正面のキャラのソウルを-2。』『【永】 このカードのバトル中、あなたは相手のキャラの【自】の効果によるダメージを受けない。』"
https://yuyu-tei.jp/sell/ws/card/thp/10094,THP/S130-011,U,ファイブシーズン パチュリー   （ファイブシーズン パチュリー）,キャラ,0,500,0,黄色,0,1,"幻想郷, 紅魔館",【自】［手札のトリガーアイコンがのCXを1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の控え室のトリガーアイコンがのCXを1枚選び、手札に戻す。
https://yuyu-tei.jp/sell/ws/card/thp/10095,THP/S130-012,U,地上の兎 てゐ   （チジョウノウサギ テヰ）,キャラ,0,2000,0,黄色,0,1,"幻想郷, 永遠亭","【永】 あなたのターン中、このカードのパワーを＋1000。
【自】 このカードのバトル相手が【リバース】した時、あなたは他の自分の《幻想郷》のキャラを1枚選び、【レスト】し、後列のキャラのいない枠に動かす。"
https://yuyu-tei.jp/sell/ws/card/thp/10096,THP/S130-013,U,狂気の月の兎 鈴仙   （キョウキノツキノウサギ レイセン）,キャラ,1,3500,0,黄色,0,1,"幻想郷, 永遠亭","【永】 あなたのターン中、このカードのパワーを＋3000。
【自】【CXコンボ】 このカードがアタックした時、CX置場に「波符「赤眼催眠（マインドシェイカー）」」があり、他のあなたの《幻想郷》のキャラが2枚以上なら、次の相手のターンの終わりまで、このカードは次の2つの能力を得る。『【自】【ターン1】 このカードの与えたダメージがキャンセルされた時、あなたは相手のキャラを1枚選び、そのターン中、パワーを-2000。』『【自】 このカードがフロントアタックされた時、あなたはこのカードを手札に戻してよい。』"
https://yuyu-tei.jp/sell/ws/card/thp/10097,THP/S130-014,U,霧雨魔法店 魔理沙   （キリサメマホウテン マリサ）,キャラ,1,4000,0,黄色,0,1,"幻想郷, 魔法の森","【自】［(2)］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を見て自分の控え室にあるCXと同じカード名のCXを1枚まで選んで相手に見せ、手札に加え、その山札をシャッフルする。
【自】 このカードがアタックした時、他のあなたの《幻想郷》のキャラがいるなら、そのターン中、このカードのパワーを＋1500。"
https://yuyu-tei.jp/sell/ws/card/thp/10098,THP/S130-015,U,焼死しない人間 妹紅   （ショウシシナイニンゲン モコウ）,キャラ,1,4000,0,黄色,0,1,"幻想郷, 迷いの竹林","【自】 他のあなたの《幻想郷》のキャラがアタックした時、そのターン中、このカードのパワーを＋Ｘ。Ｘは他のあなたの《幻想郷》のキャラの枚数×500に等しい。
【自】 アンコール ［あなたの山札の上から1枚をクロック置場に置くか手札のキャラを1枚控え室に置く］ （このカードが舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、このカードがいた枠に【レスト】して置く）"
https://yuyu-tei.jp/sell/ws/card/thp/10099,THP/S130-016,U,究極の絶対秘神 隠岐奈   （キュウキョクノゼッタイヒシン オキナ）,キャラ,1,4500,0,黄色,1,1,"幻想郷, 秘神","【永】 応援 このカードの前のあなたの《幻想郷》のキャラすべてに、パワーを＋Ｘ。Ｘはそのキャラのレベル×500に等しい。
【自】 あなたのトリガーアイコンがのCXがCX置場に置かれた時、他のあなたの「究極の絶対秘神 隠岐奈」がいないなら、あなたは自分のキャラを1枚選び、そのターン中、次の能力を与える。『【自】 このカードがアタックした時、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラならストック置場に置く。』（そうでないなら元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10100,THP/S130-017,U,超妖怪弾頭 にとり   （チョウヨウカイダントウ ニトリ）,キャラ,2,6000,1,黄色,0,1,"幻想郷, 妖怪の山","【永】 あなたのターン中、他のあなたの《幻想郷》のキャラが2枚以上なら、このカードのパワーを＋2000。
【自】 このカードがアタックした時、CX置場にトリガーアイコンがのCXがあり、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら手札に加える。（そうでないなら元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10101,THP/S130-018,C,闇に蠢く光の蟲 リグル   （ヤミニウゴメクヒカリノムシ リグル）,キャラ,0,1000,0,黄色,0,1,"幻想郷, 蛍","【自】［(1) 手札を1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を見て《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、その山札をシャッフルする。
【自】 このカードが【リバース】した時、このカードのバトル相手のレベルが0以下なら、あなたはそのキャラをストック置場に置いてよい。そうしたら、あなたは相手のストックの下から1枚を、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10102,THP/S130-019,C,逆襲のあまのじゃく 正邪   （ギャクシュウノアマノジャク セイジャ）,キャラ,0,1000,0,黄色,0,1,"幻想郷, 天邪鬼","【自】［手札の《幻想郷》のキャラを1枚控え室に置く］ このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラがいるなら、あなたはコストを払ってよい。そうしたら、あなたは相手のキャラを2枚選び、それぞれを【スタンド】して入れ替える。
【自】 このカードが【リバース】した時、このカードのバトル相手のレベルが0以下なら、あなたはそのキャラを【リバース】してよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10103,THP/S130-020,C,月面思考で波長の合わない妖怪兎 鈴仙   （ゲツメンシコウデハチョウノアワナイヨウカイウサギ レイセン）,キャラ,1,3000,0,黄色,0,1,"幻想郷, 永遠亭","【自】 このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは相手のキャラを1枚選び、次の相手のターンの終わりまで、次の能力を与える。『【永】 このカードは手札に戻せず、他の枠に動かせず、思い出にできない。』
【自】 あなたのトリガーアイコンがのCXがCX置場に置かれた時、そのターン中、このカードのパワーを＋2500し、このカードは次の能力を得る。『【自】 このカードのバトル相手が【リバース】した時、あなたは相手のレベル1以上のキャラを1枚選んでよい。そうしたら、相手は自分の控え室のレベルＸ以下のキャラを1枚選び、入れ替える。Ｘはあなたが選んだキャラのレベル-1に等しい。』"
https://yuyu-tei.jp/sell/ws/card/thp/10104,THP/S130-021,C,ミスティア・ローレライ＆幽谷響子   （ミスティア・ローレライ＆カソダニキョウコ）,キャラ,1,4000,0,黄色,0,1,"幻想郷, 音楽","【永】 このカードは、色条件を満たさずに手札からプレイできる。
【永】 あなたのターン中、他のあなたの《幻想郷》のキャラが2枚以上なら、このカードのパワーを＋2000し、このカードは次の能力を得る。『【自】 このカードがアタックした時、このカードの正面のキャラのレベルが2なら、そのターン中、このカードのパワーを＋6000。』"
https://yuyu-tei.jp/sell/ws/card/thp/10105,THP/S130-022,C,愉快な忘れ傘 小傘   （ユカイナワスレガサ コガサ）,キャラ,1,1000,1,黄色,1,1,"幻想郷, 命蓮寺","【自】 あなたがこのカードの『助太刀』を使った時、あなたの《幻想郷》のキャラがいるなら、あなたは自分か相手の、山札の上から3枚を、控え室に置く。
【起】【カウンター】 助太刀2000 レベル1 ［(1) 手札のこのカードを控え室に置く］ （あなたは自分のフロントアタックされているキャラを1枚選び、そのターン中、パワーを＋2000）"
https://yuyu-tei.jp/sell/ws/card/thp/10106,THP/S130-023,C,月の頭脳 永琳   （ツキノズノウ エイリン）,キャラ,2,7000,1,黄色,1,1,"幻想郷, 永遠亭","【永】 あなたの《幻想郷》のキャラが4枚以上なら、あなたの手札のこのカードのレベルを-1。
【永】 あなたのターン中、他のあなたの《幻想郷》のキャラ1枚につき、このカードのパワーを＋1000。
【自】【CXコンボ】 あなたのCX置場に「永夜符「蓬莱壺中の弾の枝」」が置かれた時、前列にこのカードがいて、他のあなたの《幻想郷》のキャラがいるなら、あなたは相手のキャラを2枚選び、それぞれを【スタンド】して入れ替え、相手のキャラを1枚選び、次の相手のターンの終わりまで、次の能力を与える。『【永】 このカードは他の枠に動かせない。』"
https://yuyu-tei.jp/sell/ws/card/thp/10107,THP/S130-024,U,蓮台野夜行   （レンダイノヤコウ）,イベント,2,,0,黄色,1,,,"このカードは、あなたの《幻想郷》のキャラが1枚以下なら、手札からプレイできない。
すべてのプレイヤーのキャラすべてに、そのターン中、《幻想郷》を与える。
あなたは相手の前列のキャラを2枚まで選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10108,THP/S130-025,CR,「ブレイジングスター」   （「ブレイジングスター」）,クライマックス,,,I,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のトリガーアイコンにがあるキャラを1枚選び、手札に戻すかストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10109,THP/S130-026,CR,魔符「スターダストレヴァリエ」   （マフ「スターダストレヴァリエ」）,クライマックス,,,I,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のトリガーアイコンにがあるキャラを1枚選び、手札に戻すかストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10110,THP/S130-027,CR,永夜符「蓬莱壺中の弾の枝」   （エイヤフ「ホウライコチュウノタマノエダ」）,クライマックス,,,1A,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは相手のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10111,THP/S130-028,CR,波符「赤眼催眠（マインドシェイカー）」   （ナミフ「マインドシェイカー」）,クライマックス,,,1A,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは相手のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10112,THP/S130-029,RR,本怖！貴方の後ろにいるよ こいし   （ホンコワ！アナタノウシロニイルヨ コイシ）,キャラ,0,500,0,緑色,0,1,"幻想郷, 地霊殿","【永】 このカードは相手の効果に選ばれない。
【自】 あなたのアタックフェイズの始めに、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、あなたは自分のキャラを1枚選び、そのターン中、パワーを＋1000。（公開したカードは元に戻す）
【起】 集中 ［(1) このカードを【レスト】する］ あなたは自分の山札の上から4枚をめくり、控え室に置く。それらのカードのCX1枚につき、あなたは自分の控え室のキャラを1枚まで選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10113,THP/S130-030,RR,怨霊も恐れ怯む少女 さとり   （オンリョウモオソレヒルムショウジョ サトリ）,キャラ,1,4500,0,緑色,0,1,"幻想郷, 地霊殿","【自】 このカードがアタックした時、CX置場にトリガーアイコンがのCXがあり、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分の山札を上から2枚まで見て、山札の上に好きな順番で置き、そのターン中、このカードのパワーを＋2000。
【自】【CXコンボ】［手札を1枚控え室に置く］ このカードのアタックの終わりに、CX置場に「想起「テリブルスーヴニール」」があり、他のあなたの《幻想郷》のキャラがいるなら、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から4枚まで見て、《幻想郷》のキャラを2枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10114,THP/S130-031,R,地獄の輪禍 燐   （ジゴクノリンカ リン）,キャラ,0,500,0,緑色,0,1,"幻想郷, 地霊殿","【自】［(1) 手札を1枚控え室に置く］ このカードが手札から舞台に置かれた時か舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の控え室のキャラを1枚選び、手札に戻す。
【自】 このカードが【リバース】した時、このカードのバトル相手のレベルが0以下なら、あなたは相手のクロックの上から1枚を、控え室に置いてよい。そうしたら、あなたはそのキャラをクロック置場に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10115,THP/S130-032,R,三途の水先案内人 小町   （サンズノミズサキアンナイニン コマチ）,キャラ,0,1500,0,緑色,0,1,"幻想郷, 三途の川","【自】 このカードが手札から舞台に置かれた時、あなたは他の自分のキャラを1枚選び、ストック置場に置いてよい。
【起】［このカードを控え室に置く］ あなたは自分の《幻想郷》のキャラを1枚選び、そのターン中、ソウルを＋1。"
https://yuyu-tei.jp/sell/ws/card/thp/10116,THP/S130-033,R,四季のフラワーマスター 幽香   （シキノフラワーマスター ユウカ）,キャラ,0,2000,0,緑色,0,1,"幻想郷, 太陽の畑",【自】［(1) あなたの山札の上から1枚をクロック置場に置く］ このカードが舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から2枚まで見て、《幻想郷》のキャラを2枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。
https://yuyu-tei.jp/sell/ws/card/thp/10117,THP/S130-034,R,楽園の最高裁判長 四季映姫   （ラクエンノサイコウサイバンチョウ シキエイキ）,キャラ,1,1500,0,緑色,0,1,"幻想郷, 彼岸","【自】［手札のCXを1枚控え室に置く］ このカードが手札から舞台に置かれた時か舞台から控え室に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の控え室の《幻想郷》のキャラを1枚選び、手札に戻す。
【自】 このカードが【リバース】した時、このカードのバトル相手のコストが0以下なら、あなたは相手のクロックの上から1枚を、控え室に置いてよい。そうしたら、あなたはそのキャラをクロック置場に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10118,THP/S130-035,R,地殻の下の嫉妬心 パルスィ   （チカクノシタノシットシン パルスィ）,キャラ,1,2000,1,緑色,1,1,"幻想郷, 旧地獄","【自】 このカードが【リバース】した時、このカードのバトル相手のレベルが相手のレベルより高いなら、あなたは相手のクロックの上から1枚を、控え室に置いてよい。そうしたら、あなたはそのキャラをクロック置場に置く。
【起】［このカードを山札の下に置く］ あなたは相手のキャラを1枚選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10119,THP/S130-036,R,祀られる風の人間 早苗   （マツラレルカゼノニンゲン サナエ）,キャラ,2,1000,0,緑色,1,1,"幻想郷, 守矢神社","【永】 応援 このカードの前のあなたのキャラすべてに、パワーを＋1000。
【自】［手札のCXを1枚控え室に置く］ 相手のアタックフェイズの始めに、あなたはコストを払ってよい。そうしたら、あなたは相手のキャラを1枚選び、そのターン中、ソウルを＋4。
【起】［(1) このカードを控え室に置く］ あなたのレベルが3以上なら、あなたは自分の控え室の「信仰は儚き人間の為に 早苗」を1枚選び、このカードがいた枠に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10120,THP/S130-037,R,里に最も近い天狗 文   （サトニモットモチカイテング アヤ）,キャラ,3,9000,1,緑色,2,2,"幻想郷, 妖怪の山","【永】 あなたか相手の、控え室のCXが2枚以下なら、あなたの手札のこのカードのレベルを-1。
【自】 このカードが手札から舞台に置かれた時、そのターン中、このカードのパワーを＋1500し、あなたは1枚まで引くか相手のキャラを1枚まで選び、手札に戻す。
【自】【クロック】 アラーム ［(1) 手札を1枚控え室に置く］ このカードがクロックの1番上にあるなら、あなたのCXフェイズの始めに、あなたはコストを払ってよい。そうしたら、あなたは相手のキャラを1枚選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10121,THP/S130-038,R,ハルトマンの妖怪少女 こいし   （ハルトマンノヨウカイショウジョ コイシ）,キャラ,3,10000,1,緑色,2,2,"幻想郷, 地霊殿","【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【自】【CXコンボ】［(1) 手札を1枚控え室に置く］ このカードがアタックした時、CX置場に「「サブタレイニアンローズ」」があり、他のあなたの《幻想郷》のキャラが4枚以上なら、あなたはコストを払ってよい。そうしたら、相手に4ダメージを与え、そのターン中、このカードは次の能力を得る。『【永】 このカードのバトル中、相手はイベントと『助太刀』を手札からプレイできない。』（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10122,THP/S130-039,U,少女さとり　ー 3rd eye さとり   （ショウジョサトリ　～ 3rd eye サトリ）,キャラ,0,1500,0,緑色,0,1,"幻想郷, 地霊殿","【自】 このカードが手札から舞台に置かれた時、あなたは相手のキャラを1枚まで選び、思い出にし、相手は自分の思い出置場のそのキャラを、舞台の好きな枠に置く。
【起】［(1) このカードを控え室に置く］ あなたは自分の山札を上から4枚まで見て、《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10123,THP/S130-040,U,土着神の頂点 諏訪子   （ドチャクシンノチョウテン スワコ）,キャラ,1,2500,0,緑色,0,1,"幻想郷, 守矢神社","【自】 あなたのCXフェイズの始めに、あなたは自分の《幻想郷》のキャラを1枚選び、そのターン中、パワーを＋1000。
【起】［(1) このカードを控え室に置く］ あなたのレベルが2以上なら、あなたは自分の控え室の「祀られる風の人間 早苗」を1枚選び、このカードがいた枠に置く。
【起】 集中 ［(1) このカードを【レスト】する］ あなたは自分の山札の上から4枚をめくり、控え室に置く。それらのカードのCX1枚につき、あなたは自分の山札を見て《幻想郷》のキャラを1枚まで選んで相手に見せ、手札に加え、その山札をシャッフルする。"
https://yuyu-tei.jp/sell/ws/card/thp/10124,THP/S130-041,U,信仰は儚き人間の為に 早苗   （シンコウハハカナキニンゲンノタメニ サナエ）,キャラ,3,9000,1,緑色,2,2,"幻想郷, 守矢神社","【自】 このカードが手札から舞台に置かれた時か「祀られる風の人間 早苗」の【起】の効果で舞台に置かれた時、あなたは自分のクロックの上から1枚までを、控え室に置き、そのターン中、このカードのパワーを＋1500。
【自】［手札の《幻想郷》のキャラを1枚控え室に置く］ このカードの正面のキャラがアタックした時、他のあなたの《幻想郷》のキャラがいるなら、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から2枚まで見て、2枚まで選び、控え室に置き、残りのカードを山札の上に好きな順番で置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10125,THP/S130-042,C,山坂と湖の権化 神奈子   （ヤマサカトミズウミノゴンゲ カナコ）,キャラ,0,1000,0,緑色,0,1,"幻想郷, 守矢神社","【永】 他のあなたの《幻想郷》のキャラすべてに、パワーを＋500。
【起】［このカードを控え室に置く］ あなたのレベルが1以上なら、あなたは自分の控え室の「土着神の頂点 諏訪子」を1枚選び、このカードがいた枠に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10126,THP/S130-043,C,恐るべき井戸の怪 キスメ   （オソルベキイドノカイ キスメ）,キャラ,0,1000,0,緑色,0,1,"幻想郷, 釣瓶落とし","【自】 あなたのCXフェイズの始めに、あなたは自分の「暗い洞窟の明るい網 ヤマメ」を1枚選び、そのターン中、パワーを＋3000し、ソウルを＋1し、次の能力を与える。『【自】 このカードがアタックした時、あなたは自分の山札を上から2枚まで見て、カードを1枚選び、山札の上に置き、残りのカードを控え室に置く。』
【起】［(1) このカードを【レスト】する］ あなたは自分の控え室の「暗い洞窟の明るい網 ヤマメ」を1枚選び、舞台の好きな枠に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10127,THP/S130-044,C,下っ端哨戒天狗 椛   （シタッパショウカイテング モミジ）,キャラ,0,1500,0,緑色,0,1,"幻想郷, 妖怪の山","【自】 このカードがアタックした時、あなたは自分の山札を下から1枚見て、相手の山札を下から1枚見る。（見たカードは元に戻す）
【自】 このカードがアタックした時、そのターン中、このカードのパワーを＋Ｘ。Ｘは他のあなたの《幻想郷》のキャラの枚数×1000に等しい。"
https://yuyu-tei.jp/sell/ws/card/thp/10128,THP/S130-045,C,暗い洞窟の明るい網 ヤマメ   （クライドウクツノアカルイアミ ヤマメ）,キャラ,0,3000,0,緑色,0,1,"幻想郷, 暗闇の風穴",-
https://yuyu-tei.jp/sell/ws/card/thp/10129,THP/S130-046,C,今どきの念写記者 はたて   （イマドキノネンシャキシャ ハタテ）,キャラ,0,4000,0,緑色,0,1,"幻想郷, 妖怪の山",【永】 相手のキャラすべてに、『【自】 アンコール ［(2)］』を与える。
https://yuyu-tei.jp/sell/ws/card/thp/10130,THP/S130-047,C,秘神流し雛 雛   （ヒシンナガシビナ ヒナ）,キャラ,1,2500,0,緑色,0,1,"幻想郷, 流し雛",【起】【カウンター】 助太刀Ｘ レベル1 ［手札のこのカードを控え室に置く］ Ｘはあなたの《幻想郷》のキャラの枚数×500に等しい。（あなたは自分のフロントアタックされているキャラを1枚選び、そのターン中、パワーを＋Ｘ）
